Functional class,Parent Funcional class,Parent of parent Functional class,Economical class,Parent Economical class,Parent of parent Economical class,Date,Amount (1000 HUF)
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,50 - Fizetendő általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,11587
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,2384
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,130 - Elvonások és befizetések K,194 - Egyéb működési célú kiadások,271 - Költségvetési kiadások,2014-04-16,8488
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,196 - Ingatlanok beszerzése létesítése,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,27888
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,567
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,7493
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,9706
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,204 - Ingatlanok felújítása K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,14891
104030 - Gyermekek napközbeni ellátása,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,207 - Felújítási célú előzetesen felszámított általános forgalmi adó K,208 - Felújítások,271 - Költségvetési kiadások,2014-04-16,4020
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,49431
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,5171
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,2264
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,44
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,165
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,4920
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,134
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,60
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,16803
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,447
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,195
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,498
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,510
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,2137
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,172
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,691
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,37 - Vásárolt élelmezés K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,7
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,38 - Bérleti és lízing díjak,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,37
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,2090
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,173
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,976
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,2388
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,3269
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,259
104042 - Család és gyermekjóléti szolgáltatások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,70
104051 - Gyermekvédelmi pénzbeli és természetbeni ellátások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,72 - ebből óvodáztatási támogatás Gyvt,62 - Családi támogatások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,160
104051 - Gyermekvédelmi pénzbeli és természetbeni ellátások,1040 - Család és gyermekek,1030 - Túlélő hozzátartozók,73 - ebből az egyéb pénzbeli és természetbeni gyermekvédelmi támogatások K,62 - Családi támogatások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,16449
105010 - Munkanélküli aktív korúak ellátásai,1050 - Munkanélküliség,1040 - Család és gyermekek,91 - ebből foglalkoztatást helyettesítő támogatás Szoctv,83 - Foglalkoztatással munkanélküliséggel kapcsolatos ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,182921
105010 - Munkanélküli aktív korúak ellátásai,1050 - Munkanélküliség,1040 - Család és gyermekek,118 - ebből rendszeres szociális segély Szoctv,103 - Egyéb nem intézményi ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,79756
"106020 - Lakásfenntartással, lakhatással összefüggő ellátások",1060 - Lakhatás,1050 - Munkanélküliség,96 - ebből lakásfenntartási támogatás Szoctv,93 - Lakhatással kapcsolatos ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,35798
"106020 - Lakásfenntartással, lakhatással összefüggő ellátások",1060 - Lakhatás,1050 - Munkanélküliség,97 - ebből adósságcsökkentési támogatás Szoctv,93 - Lakhatással kapcsolatos ellátások,127 - Ellátottak pénzbeli juttatásai,2014-04-16,19434
107015 - Hajléktalanok nappali ellátása,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,184 - ebből egyéb civil szervezetek K,181 - Egyéb működési célú támogatások államháztartáson kívülre,194 - Egyéb működési célú kiadások,2014-04-16,6000
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,9948
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,670
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,406
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,195
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,30
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,335
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,11086
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,2480
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,65
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,9
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,75
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,272
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,563
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,51
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,40
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,24
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,165
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,66
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,257
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,67
107030 - Szociális foglalkoztatás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,18
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,17072
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1900
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1366
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,184
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,265
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,515
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,819
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,5540
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,222
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,19
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,252
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,358
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,40
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,583
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,37 - Vásárolt élelmezés K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,204541
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,107
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,41
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,5364
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,56993
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,122
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,76
107051 - Szociális étkeztetés,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,21
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,1 - Törvény szerinti illetmények munkabérek K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,77344
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,2 - Normatív jutalmak K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,8650
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,6 - Jubileumi jutalom K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,482
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,5077
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,9 - Közlekedési költségtérítés K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,1069
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,12 - Szociális támogatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,278
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,5799
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,17 - Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,32867
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,18 - Egyéb külső személyi juttatások K,19 - Külső személyi juttatások,20 - Személyi juttatások összesen,2014-04-16,1141
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,32189
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,23 - ebből rehabilitációs hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,4244
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,952
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,26 - ebből táppénz hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,39
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,942
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,326
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,30 - Üzemeltetési anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,2635
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,33 - Informatikai szolgáltatások igénybevétele K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,2555
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,34 - Egyéb kommunikációs szolgáltatások K,35 - Kommunikációs szolgáltatások,60 - Dologi kiadások,2014-04-16,1522
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,36 - Közüzemi díjak K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1204
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,37 - Vásárolt élelmezés K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1510
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,38 - Bérleti és lízing díjak,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,9
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,40 - Karbantartási kisjavítási szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1115
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,43 - Szakmai tevékenységet segítő szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,3405
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,44 - Egyéb szolgáltatások K,45 - Szolgáltatási kiadások,60 - Dologi kiadások,2014-04-16,1996
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,47 - Reklám és propagandakiadások K,48 - Kiküldetések reklám és propagandakiadások,60 - Dologi kiadások,2014-04-16,202
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,49 - Működési célú előzetesen felszámított általános forgalmi adó K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,4425
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,58 - Egyéb dologi kiadások K,59 - Különféle befizetések és egyéb dologi kiadások,60 - Dologi kiadások,2014-04-16,4766
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,130 - Elvonások és befizetések K,194 - Egyéb működési célú kiadások,271 - Költségvetési kiadások,2014-04-16,1781
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,198 - Informatikai eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,298
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,199 - Egyéb tárgyi eszközök beszerzése létesítése K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,836
107052 - Házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,202 - Beruházási célú előzetesen felszámított általános forgalmi adó K,203 - Beruházások,271 - Költségvetési kiadások,2014-04-16,306
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,7 - Béren kívüli juttatások K,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,16
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,13 - Foglalkoztatottak egyéb személyi juttatásai,15 - Foglalkoztatottak személyi juttatásai,20 - Személyi juttatások összesen,2014-04-16,5220
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,22 - ebből szociális hozzájárulási adó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,1409
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,25 - ebből egészségügyi hozzájárulás K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,5
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,28 - ebből munkáltatót terhelő személyi jövedelemadó K,21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó,271 - Költségvetési kiadások,2014-04-16,3
107053 - Jelzőrendszeres házi segítségnyújtás,1070 - Egyéb szociális kirekesztettség,1060 - Lakhatás,29 - Szakmai anyagok beszerzése K,32 - Készletbeszerzés,60 - Dologi kiadások,2014-04-16,2
