Level1,Level2,Level3,Total
Költségvetési kiadások (271),208 - Felújítások (208),Felújítási célú előzetesen felszámított általános forgalmi adó K (207),6025
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),28523
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),1881
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),256
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),1703
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),811
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),145
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),1572
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),2368
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),919
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),8671
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),361
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),152
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),365
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),291
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),1888
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),74
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),461
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),19090
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),29
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),543
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),104
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),772
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),6223
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),215
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),37
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),10
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),85124
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),5964
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),1911
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),619
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),6810
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),1270
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),750
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),5184
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),20
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),598
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),25425
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),1100
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),112
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),1224
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),1209
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),15139
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),2043
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),2364
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),135625
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),772
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),27413
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),97
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),2259
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),6827
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),42742
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),444
Költségvetési kiadások (271),203 - Beruházások (203),Ingatlanok beszerzése létesítése (196),6845
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),191
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),1468
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),2296
Költségvetési kiadások (271),208 - Felújítások (208),Ingatlanok felújítása K (204),22312
Költségvetési kiadások (271),208 - Felújítások (208),Felújítási célú előzetesen felszámított általános forgalmi adó K (207),6024
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),51889
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),3757
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),502
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),633
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),4018
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),269
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),324
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),2568
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),502
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),14526
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),774
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),178
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),746
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),374
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),5504
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),380
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),1809
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),54152
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),134
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),16058
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),77
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),686
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),4578
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),20987
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),783
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),188
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),50
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),64
Költségvetési kiadások (271),208 - Felújítások (208),Ingatlanok felújítása K (204),12163
Költségvetési kiadások (271),208 - Felújítások (208),Felújítási célú előzetesen felszámított általános forgalmi adó K (207),3284
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),156
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),94
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),1478
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),506
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),496
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),11799
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),12
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),281
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),290
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),902
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),2488
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),185
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),237
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),64
Ellátottak pénzbeli juttatásai (127),100 - Intézményi ellátottak pénzbeli juttatásai (100),ebből oktatásban résztvevők pénzbeli juttatásai K (102),260
Egyéb működési célú kiadások (194),154 - Egyéb működési célú támogatások államháztartáson belülre (154),ebből központi költségvetési szervek K (155),7721
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),31938
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),2804
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Céljuttatás projektprémium K (3),20
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),50
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),2707
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),337
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),593
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),3302
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),102
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),9868
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),406
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),21
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),501
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),3030
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),312769
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),230
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),249
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),85367
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),531
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),143
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),72219
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),6757
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Készenléti ügyeleti helyettesítési díj túlóra túlszolgálat K (4),1028
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),469
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),6404
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),356
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),677
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),5972
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),2491
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),22572
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),1033
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),123
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),1265
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),6572
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),13
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),30
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),586536
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),87
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),294
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),160245
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),560
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),772
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),208
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),10596
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),24
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),1399
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),21
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),2
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),23
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),3040
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),3
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),1
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),9680
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),576
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),816
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),221
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),60
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),359
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),2682
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),149
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),151
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),564
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),103
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),407
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),3553
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),10
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),275
Szolgáltatási kiadások (45),41 - Közvetített szolgáltatások (41),ebből államháztartáson belül K (42),22
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),212
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),1318
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),460
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),434
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),101
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),144
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),47
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),55
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),28
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),140
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),38
Egyéb működési célú kiadások (194),181 - Egyéb működési célú támogatások államháztartáson kívülre (181),ebből egyéb civil szervezetek K (184),2000
Ellátottak pénzbeli juttatásai (127),75 - Betegséggel kapcsolatos nem társadalombiztosítási ellátások (75),ebből helyi megállapítású közgyógyellátás Szoctv (82),49532
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),14144
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),1105
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),372
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),774
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),178
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),102
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),821
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),588
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),4616
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),132
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),145
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),143
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),133
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),767
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),145
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),89
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),1408
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),48
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),1965
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),629
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),256
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),1298
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),1012
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),41
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),6172
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),1678
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Törvény szerinti illetmények munkabérek K (1),32867
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Normatív jutalmak K (2),3445
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Jubileumi jutalom K (6),697
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Béren kívüli juttatások K (7),2353
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Közlekedési költségtérítés K (9),15
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Szociális támogatások K (12),265
Személyi juttatások összesen (20),15 - Foglalkoztatottak személyi juttatásai (15),Foglalkoztatottak egyéb személyi juttatásai (13),3945
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Munkavégzésre irányuló egyéb jogviszonyban nem saját foglalkoztatottnak fizetett juttatások K (17),3698
Személyi juttatások összesen (20),19 - Külső személyi juttatások (19),Egyéb külső személyi juttatások K (18),899
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből szociális hozzájárulási adó K (22),11692
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből egészségügyi hozzájárulás K (25),404
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből táppénz hozzájárulás K (26),40
Költségvetési kiadások (271),21 - Munkaadókat terhelő járulékok és szociális hozzájárulási adó (21),ebből munkáltatót terhelő személyi jövedelemadó K (28),444
Dologi kiadások (60),32 - Készletbeszerzés (32),Szakmai anyagok beszerzése K (29),354
Dologi kiadások (60),32 - Készletbeszerzés (32),Üzemeltetési anyagok beszerzése K (30),2180
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Informatikai szolgáltatások igénybevétele K (33),134
Dologi kiadások (60),35 - Kommunikációs szolgáltatások (35),Egyéb kommunikációs szolgáltatások K (34),193
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Közüzemi díjak K (36),7519
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Vásárolt élelmezés K (37),13
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Karbantartási kisjavítási szolgáltatások K (40),13847
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),1161
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Egyéb szolgáltatások K (44),1019
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),6926
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Egyéb dologi kiadások K (58),622
Költségvetési kiadások (271),203 - Beruházások (203),Informatikai eszközök beszerzése létesítése K (198),280
Költségvetési kiadások (271),203 - Beruházások (203),Egyéb tárgyi eszközök beszerzése létesítése K (199),374
Költségvetési kiadások (271),203 - Beruházások (203),Beruházási célú előzetesen felszámított általános forgalmi adó K (202),177
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Bérleti és lízing díjak (38),2835
Dologi kiadások (60),45 - Szolgáltatási kiadások (45),Szakmai tevékenységet segítő szolgáltatások K (43),41831
Dologi kiadások (60),48 - Kiküldetések reklám és propagandakiadások (48),Kiküldetések kiadásai K (46),399
Dologi kiadások (60),59 - Különféle befizetések és egyéb dologi kiadások (59),Működési célú előzetesen felszámított általános forgalmi adó K (49),11259
Egyéb működési célú kiadások (194),181 - Egyéb működési célú támogatások államháztartáson kívülre (181),ebből egyéb civil szervezetek K (184),11500
